310000	117	76
330000	128	87
350000	131	91
370000	145	96
390000	147	101
410000	161	104
430000	163	122
50000	18	12
70000	27	17
90000	33	22
110000	41	27
130000	51	32
150000	56	37
170000	69	42
190000	72	46
210000	81	55
230000	86	60
250000	95	61
270000	102	66
290000	116	71
310000	116	76
330000	134	81
350000	131	89
370000	145	96
390000	146	102
410000	162	105
430000	162	121
50000	19	12
70000	26	18
90000	34	22
110000	41	28
130000	53	33
150000	57	37
170000	71	41
190000	71	46
210000	79	53
230000	91	56
250000	98	62
270000	102	66
290000	119	71
310000	117	76
330000	134	81
350000	132	91
370000	146	96
390000	146	101
410000	162	104
430000	163	116
50000	19	12
70000	26	17
90000	34	22
110000	42	27
130000	52	31
150000	56	40
170000	66	41
190000	71	46
210000	79	56
230000	90	56
250000	99	61
270000	102	66
290000	118	71
310000	117	76
330000	134	81
350000	131	87
370000	147	94
390000	147	106
410000	154	104
430000	162	117
50000	19	12
70000	26	17
90000	34	22
110000	42	27
130000	51	32
150000	59	37
170000	67	41
190000	71	47
210000	80	55
230000	90	56
250000	99	62
270000	102	71
290000	109	72
310000	117	76
330000	126	81
350000	135	93
370000	139	96
390000	146	109
410000	155	104
430000	169	109
50000	18	12
70000	27	17
90000	34	21
110000	41	27
130000	51	35
150000	56	37
170000	68	41
190000	71	47
210000	79	59
230000	86	56
250000	103	61
270000	106	65
290000	114	71
310000	117	82
330000	125	90
350000	132	95
370000	139	94
390000	147	106
410000	155	105
430000	168	109
50000	18	12
70000	26	17
90000	34	22
110000	41	26
130000	52	34
150000	57	36
170000	68	41
190000	71	47
210000	79	60
230000	87	56
250000	98	62
270000	106	67
290000	113	71
310000	124	79
330000	124	85
350000	137	91
370000	139	95
390000	154	101
410000	155	113
430000	162	106
50000	19	12
70000	26	17
90000	33	22
110000	43	29
130000	51	31
150000	56	37
170000	69	42
190000	72	50
210000	79	51
230000	87	56
250000	96	65
270000	101	66
290000	113	71
310000	122	77
330000	125	91
350000	138	90
370000	139	96
390000	153	101
410000	154	109
430000	161	112
50000	19	12
70000	26	17
90000	33	22
110000	42	27
130000	52	31
150000	57	37
170000	67	42
190000	76	47
210000	82	51
230000	87	56
250000	104	62
270000	102	66
290000	113	76
310000	117	76
330000	134	81
350000	132	90
370000	146	94
390000	147	100
410000	157	103
430000	163	117
50000	18	12
70000	26	17
90000	33	22
110000	41	27
130000	49	32
150000	60	37
170000	65	41
190000	71	47
210000	80	56
230000	86	56
250000	98	62
270000	107	66
290000	114	71
310000	122	76
330000	125	82
350000	148	89
370000	139	92
390000	151	99
410000	155	117
430000	162	109
50000	19	12
70000	26	17
90000	36	22
110000	41	29
130000	49	32
150000	56	37
170000	69	41
190000	76	47
210000	83	52
230000	87	56
250000	102	61
270000	101	66
290000	114	76
310000	117	75
330000	129	87
350000	131	90
370000	140	102
390000	150	99
410000	161	106
430000	162	110
50000	18	14
70000	26	17
90000	33	22
110000	41	26
130000	50	31
150000	56	36
170000	68	47
190000	72	46
210000	80	55
230000	87	61
250000	97	61
270000	102	66
290000	119	71
310000	116	76
330000	131	81
350000	132	89
370000	146	96
390000	146	108
410000	154	105
430000	162	118
50000	18	12
70000	26	17
90000	34	22
110000	42	28
130000	52	31
150000	60	36
170000	70	41
190000	71	47
210000	81	56
230000	90	56
250000	98	62
270000	101	72
290000	114	71
310000	117	76
330000	131	82
350000	131	96
370000	140	96
390000	146	108
410000	156	106
430000	169	111
50000	19	12
70000	26	17
90000	34	22
110000	43	28
130000	51	35
150000	56	37
170000	85	56
190000	72	47
210000	82	58
230000	87	57
250000	99	61
270000	107	66
290000	114	72
310000	116	82
330000	124	90
350000	134	97
370000	139	92
390000	146	106
410000	155	104
430000	170	109
50000	18	12
70000	26	17
90000	33	22
110000	41	28
130000	52	34
150000	57	36
170000	69	42
190000	72	48
210000	81	58
230000	86	57
250000	97	62
270000	107	66
290000	110	71
310000	118	83
330000	125	89
350000	131	96
370000	139	94
390000	146	104
410000	154	101
430000	169	106
50000	19	12
70000	26	17
90000	33	22
110000	41	27
130000	55	32
150000	56	37
170000	70	41
190000	71	47
210000	86	54
230000	86	57
250000	104	62
270000	108	66
290000	115	71
310000	116	84
330000	124	91
350000	132	97
370000	139	95
390000	153	100
410000	155	105
430000	169	110
50000	18	12
70000	26	17
90000	34	22
110000	41	27
130000	55	31
150000	56	37
170000	69	42
190000	72	46
210000	85	54
230000	87	56
250000	95	62
270000	107	66
290000	109	72
310000	124	79
330000	124	84
350000	137	90
370000	139	94
390000	155	99
410000	155	111
430000	162	109
50000	19	12
70000	26	17
90000	34	24
110000	42	28
130000	50	32
150000	57	37
170000	68	41
190000	72	51
210000	82	52
230000	86	57
250000	103	61
270000	102	66
290000	114	77
310000	116	76
330000	128	88
350000	132	89
370000	139	101
390000	147	99
410000	162	104
430000	163	109
50000	19	12
70000	28	17
90000	33	22
110000	41	29
130000	51	31
150000	57	36
170000	68	46
190000	72	46
210000	79	56
230000	87	61
250000	98	61
270000	102	67
290000	119	71
310000	117	76
330000	133	81
350000	131	90
370000	146	92
390000	147	104
410000	154	102
430000	162	117
50000	19	12
70000	26	18
90000	34	21
110000	41	27
130000	52	32
150000	60	36
170000	70	41
190000	71	46
210000	81	55
230000	91	56
250000	99	61
270000	101	72
290000	115	71
310000	117	76
330000	135	81
350000	132	90
370000	145	92
390000	147	104
410000	154	102
430000	164	111
